koi_disposition,koi_period,koi_depth,koi_duration,koi_ror,koi_model_snr
CONFIRMED,6.94245216,160.8,3.491,0.011886,14.7
CONFIRMED,9.4061364,79.5,4.882,0.008249,13.2
FALSE POSITIVE,0.935086665,71.2,1.12,0.008,13.1
FALSE POSITIVE,1.489457454,56.3,3.028,0.006921,29.7
FALSE POSITIVE,1.181165291,370.4,1.013,0.018593,14.1
CONFIRMED,66.373298,415.0,8.559,0.018689,13.7
CONFIRMED,13.61165024,95.5,7.617,0.008943,31.6
CONFIRMED,6.24564633,212.0,2.459,0.013744,11.9
FALSE POSITIVE,0.945829261,98.2,1.715,0.009199,15.1
FALSE POSITIVE,0.973160836,138.3,0.864,0.01087,9.8
FALSE POSITIVE,4.05943749,105.4,3.245,0.011692,18.1
FALSE POSITIVE,6.39903778,186.6,3.15,0.012334,24.1
FALSE POSITIVE,0.739761008,292.1,7.589,0.253101,34.7
FALSE POSITIVE,0.950735805,175.1,1.1434,0.01263,17.1
FALSE POSITIVE,369.819993,1599.0,20.232,0.046393,42.1
FALSE POSITIVE,2.17815935,116.3,1.839,0.010175,14.1
FALSE POSITIVE,0.720460644,2111.5,1.7846,0.323073,117.2
FALSE POSITIVE,3.7948721,305.1,1.713,0.185948,11.3
CONFIRMED,122.0804953,799.9,4.054,0.034713,23.3
FALSE POSITIVE,0.638437699,286.8,0.3028,0.027548,25.8
FALSE POSITIVE,1.8912851,1223.4,6.182,0.258518,25.7
FALSE POSITIVE,343.42046,482.7,11.11,0.020371,10.0
FALSE POSITIVE,3.47148164,122.7,4.679,0.010883,9.5
CONFIRMED,5.94373492,301.0,1.847,0.015359,13.2
FALSE POSITIVE,244.60373,769.8,10.87,0.024937,17.7
CONFIRMED,85.7567919,159.1,5.695,0.012371,16.9
CONFIRMED,2.18660188,122.3,1.585,0.011617,14.2
FALSE POSITIVE,3.1339356,203.7,4.477,0.014258,21.4
CONFIRMED,2.55315031,185.3,1.849,0.012589,15.4
CONFIRMED,2.936587946,279.6,1.8952,0.017796,20.1
FALSE POSITIVE,1.33254212,37.4,3.848,0.005929,10.6
CONFIRMED,10.7769944,185.6,2.616,0.012328,11.3
FALSE POSITIVE,0.918921494,321.0,0.9425,0.016414,23.7
CONFIRMED,7.84931877,68.2,3.747,0.007513,12.6
FALSE POSITIVE,67.7125988,542.4,1.538,0.893389,13.4
FALSE POSITIVE,12.4285576,620.1,13.98,0.026996,13.2
FALSE POSITIVE,1.275511306,69.3,1.889,0.007605,10.3
FALSE POSITIVE,5.78159956,72.8,2.222,0.008268,16.4
FALSE POSITIVE,8.4805019,164.9,8.345,0.015658,11.0
CONFIRMED,2.94648935,57.0,3.155,0.006963,12.7
FALSE POSITIVE,1.227986164,150.5,1.551,0.011491,14.8
FALSE POSITIVE,2.11548883,169.5,4.008,0.012211,17.6
FALSE POSITIVE,358.96247,670.8,23.49,0.023964,12.1
FALSE POSITIVE,2.17815196,245.0,2.445,0.014314,17.9
FALSE POSITIVE,342.315407,719.7,12.476,0.024761,13.3
FALSE POSITIVE,1.089077224,152.7,2.705,0.011046,18.7
FALSE POSITIVE,1.288066288,10083.0,6.4616,0.499342,230.7
FALSE POSITIVE,2.31894284,66.5,5.321,0.00801,13.6
CONFIRMED,6.98472143,90.7,2.724,0.008855,11.7
FALSE POSITIVE,0.562563871,34.6,1.591,0.005506,16.4
FALSE POSITIVE,0.93373458,127.7,4.364,0.010647,27.8
FALSE POSITIVE,1.33251948,233.7,3.733,0.01418,17.7
FALSE POSITIVE,168.84663,215.1,9.75,0.013345,9.3
FALSE POSITIVE,160.4122022,2538.0,4.92,0.056029,24.4
CONFIRMED,4.34195312,73.3,2.598,0.007868,10.6
CONFIRMED,122.358116,352.8,10.768,0.017273,12.2
CONFIRMED,7.298142,370.5,3.024,0.017565,13.6
CONFIRMED,18.5010898,421.1,3.179,0.020176,14.7
FALSE POSITIVE,0.569961046,44.2,1.446,0.006148,18.9
FALSE POSITIVE,1.121634781,71.5,1.155,0.007688,14.8
FALSE POSITIVE,1.33256979,104.2,3.293,0.009388,18.4
FALSE POSITIVE,0.536650896,273.2,4.702,0.191796,117.8
FALSE POSITIVE,397.73699,1131.5,11.76,0.03635,15.3
FALSE POSITIVE,2.17818699,115.8,2.686,0.010141,15.4
CONFIRMED,3.60082855,296.3,1.938,0.015617,17.9
CONFIRMED,15.5714121,173.5,2.294,0.011886,13.0
CONFIRMED,3.59645081,149.6,2.661,0.012319,16.2
CONFIRMED,20.6579443,98.2,8.798,0.008937,14.1
FALSE POSITIVE,0.760941405,186.6,1.773,0.012468,15.2
FALSE POSITIVE,137.665706,536.9,3.732,0.020465,11.7
FALSE POSITIVE,370.90237,545.8,10.558,0.021312,14.7
FALSE POSITIVE,321.55087,397.0,5.863,0.018217,8.2
FALSE POSITIVE,1.54038914,71.8,1.683,0.007768,9.1
FALSE POSITIVE,71.76236302,8591.9,29.435,0.083736,1134.3
CONFIRMED,110.978266,150.2,11.312,0.011132,14.0
FALSE POSITIVE,0.952378454,43.8,3.892,0.009744,17.4
CONFIRMED,6.08003714,184.0,1.308,0.012218,17.7
CONFIRMED,3.035206175,696.9,0.6182,0.037643,19.1
FALSE POSITIVE,358.96844,807.8,21.71,0.026105,13.3
FALSE POSITIVE,2.21316437,116.1,3.874,0.010455,27.9
FALSE POSITIVE,0.530967987,26.9,1.812,0.004833,24.1
CONFIRMED,6.30558387,193.1,2.619,0.013131,9.5
FALSE POSITIVE,4.2058608,182.0,7.39,0.012481,13.3
FALSE POSITIVE,8.4803326,35.6,5.918,0.005666,11.0
FALSE POSITIVE,0.750744255,170.6,1.7921,0.166834,50.4
CONFIRMED,0.991659646,77.3,2.215,0.008786,13.5
FALSE POSITIVE,118.609553,380.9,22.74,0.033092,13.1
FALSE POSITIVE,0.616386349,79.4,0.8136,0.008252,21.9
FALSE POSITIVE,88.91323139,23791.335898271922,2.92,0.28364628616454735,259.8950005434192
FALSE POSITIVE,7.07162308,123.0,2.587,0.010321,16.9
CONFIRMED,6.96352699,68.1,3.192,0.007579,17.4
CONFIRMED,64.2729088,1213.9,12.136,0.03795,27.4
CONFIRMED,3.4327371,63.2,4.001,0.007773,15.3
FALSE POSITIVE,13.8452726,93.2,2.555,0.009217,10.4
FALSE POSITIVE,0.687506554,130.3,1.441,0.010109,14.4
FALSE POSITIVE,0.566801617,24.9,2.75,0.004748,26.4
FALSE POSITIVE,371.63327,107.0,14.92,0.010556,15.2
CONFIRMED,1.450889836,135.7,1.753,0.010797,15.7
CONFIRMED,5.72716067,310.9,2.23,0.016114,16.0
FALSE POSITIVE,407.59415,462.4,7.3,0.019805,7.7
FALSE POSITIVE,358.101884,114.0,6.393,0.010135,12.8
FALSE POSITIVE,46.0771501,23791.335898271922,3.03,0.28364628616454735,259.8950005434192
FALSE POSITIVE,42.62423329,23791.335898271922,1.47,0.28364628616454735,259.8950005434192
FALSE POSITIVE,0.447861451,265.4,0.8541,0.015358,20.3
CONFIRMED,3.036208739,1820.5,0.9324,0.039143,26.0
CONFIRMED,18.0541469,283.1,4.587,0.015187,19.3
FALSE POSITIVE,1.01530474,16445.0,8.7622,0.411901,1823.0
FALSE POSITIVE,94.180473,1104.4,7.345,0.038195,15.6
CONFIRMED,1.538185321,277.2,1.683,0.016308,15.2
FALSE POSITIVE,1.332567643,56.7,4.284,0.007244,24.0
FALSE POSITIVE,1.089076495,43.7,2.274,0.006327,15.3
FALSE POSITIVE,1.662710314,85.9,1.83,0.008824,23.8
FALSE POSITIVE,472.071079,252.6,5.759,0.014666,6.4
FALSE POSITIVE,2.18242002,69.7,4.103,0.008207,13.8
FALSE POSITIVE,0.503999678,975.6,0.5421,0.047859,96.8
FALSE POSITIVE,2.66588544,167.0,5.004,0.011586,17.2
CONFIRMED,7.61758198,85.4,3.545,0.008523,13.4
FALSE POSITIVE,41.477908,29.9,10.45,0.005186,9.6
CONFIRMED,2.20923119,59.8,2.392,0.007076,14.3
FALSE POSITIVE,260.54832,161.6,15.52,0.011863,10.2
FALSE POSITIVE,370.47678,656.2,15.69,0.024216,11.8
CONFIRMED,5.88350251,217.7,2.556,0.013655,11.9
FALSE POSITIVE,0.662457501,64.1,1.527,0.035206,13.5
FALSE POSITIVE,1.33258458,127.0,3.222,0.010548,14.4
CONFIRMED,0.539915033,97.0,1.1466,0.008937,17.6
FALSE POSITIVE,372.54353,1106.0,21.83,0.812072,11.9
CONFIRMED,2.20829637,87.9,2.841,0.008594,12.0
CONFIRMED,0.849906734,124.3,1.141,0.010761,12.0
CONFIRMED,26.6565737,163.4,4.954,0.012413,18.8
FALSE POSITIVE,373.72257,470.9,14.21,0.609829,9.6
CONFIRMED,8.18504859,97.6,4.673,0.00943,12.5
FALSE POSITIVE,10.78438513,233.6,1.408,0.195495,15.6
CONFIRMED,10.42317343,71.2,2.341,0.008625,11.2
FALSE POSITIVE,0.566804221,166.0,4.639,0.012113,31.0
FALSE POSITIVE,2.022658,135.7,3.343,0.010856,17.4
FALSE POSITIVE,316.57747,269.1,14.64,0.015014,10.2
FALSE POSITIVE,0.519437968,226.2,2.129,0.186382,25.4
FALSE POSITIVE,1.105095798,141.7,2.624,0.010809,17.4
FALSE POSITIVE,245.01902,375.9,8.56,0.017977,10.1
CONFIRMED,153.979362,792.5,9.028,0.025664,16.1
FALSE POSITIVE,10.2239787,213.5,1.814,0.013298,6.5
CONFIRMED,56.4148314,480.1,8.075,0.023849,16.4
FALSE POSITIVE,2.18079098,83.2,12.13,0.009013,69.3
CONFIRMED,20.9254083,109.0,6.783,0.00951,15.5
CONFIRMED,13.0600399,106.8,2.851,0.009582,12.5
FALSE POSITIVE,0.641069613,78.6,1.033,0.008191,10.5
FALSE POSITIVE,2.2430415,101.1,3.63,0.009195,8.1
FALSE POSITIVE,1.21475168,266.1,6.93,0.015361,7.9
CONFIRMED,27.4784659,83.2,7.5,0.008174,12.3
FALSE POSITIVE,244.86662,289.5,10.56,0.01575,9.7
FALSE POSITIVE,1.30627214,95.4,5.144,0.009214,10.3
FALSE POSITIVE,62.366706,95.4,4.32,0.009059,7.1
FALSE POSITIVE,0.933732791,96.9,3.056,0.008899,13.8
FALSE POSITIVE,53.106597,82.4,2.914,0.008618,7.3
FALSE POSITIVE,360.15417,790.6,12.806,0.025828,11.1
FALSE POSITIVE,1.42856815,59.5,2.132,0.007178,11.8
FALSE POSITIVE,381.850599,1702.0,4.772,0.037911,13.8
FALSE POSITIVE,10.81315417,80.3,1.275,0.009134,16.6
FALSE POSITIVE,359.08368,618.7,15.67,0.286377,10.8
FALSE POSITIVE,3.74784374,116.5,3.658,0.009894,12.8
FALSE POSITIVE,1.71028117,111.6,2.61,0.009798,13.8
CONFIRMED,140.251943,567.7,6.576,0.021342,11.9
FALSE POSITIVE,0.570828503,174.4,0.915,0.012689,13.9
FALSE POSITIVE,134.4665,1032.0,5.27,0.028713,6.7
FALSE POSITIVE,0.909314811,40.5,2.2053,0.006266,30.2
CONFIRMED,207.24785,809.2,6.159,0.025839,13.2
FALSE POSITIVE,186.55347,334.5,13.57,0.016896,11.0
CONFIRMED,5.99078221,69.9,1.699,0.009741,8.6
FALSE POSITIVE,14.0801852,90.7,3.402,0.008751,6.9
CONFIRMED,2.440839436,509.5,0.968,0.279368,14.4
CONFIRMED,23.6223571,57.0,6.852,0.007017,11.4
FALSE POSITIVE,3.28931936,166.0,1.921,0.431441,11.1
FALSE POSITIVE,1.08195208,33.6,4.807,0.005235,12.4
FALSE POSITIVE,0.512583041,114.3,1.498,0.009823,17.1
CONFIRMED,2.29794819,83.2,2.84,0.008411,12.2
FALSE POSITIVE,368.11581,476.2,13.52,0.02001,11.2
FALSE POSITIVE,368.52466,680.3,11.9,0.024556,14.0
CONFIRMED,4.54586982,76.5,1.756,0.008238,24.4
FALSE POSITIVE,0.542498653,54.9,4.257,0.006974,19.8
FALSE POSITIVE,21.5819776,47.6,13.734,0.006239,17.3
FALSE POSITIVE,3.08723626,101.9,2.615,0.00935,12.1
FALSE POSITIVE,0.592562969,1546.4,3.0869,0.295765,100.4
FALSE POSITIVE,31.97181,117.4,12.277,0.010165,11.1
FALSE POSITIVE,5.81289843,76.3,3.979,0.008221,9.5
FALSE POSITIVE,6.44173995,107.7,1.635,0.009609,10.5
FALSE POSITIVE,0.631106722,49.2,0.9942,0.006393,17.6
FALSE POSITIVE,176.17377,349.9,14.58,0.01717,8.2
CONFIRMED,114.336052,239.8,14.077,0.014536,13.0
FALSE POSITIVE,0.63938062,308.0,1.2067,0.391944,97.5
FALSE POSITIVE,0.566801045,188.3,1.7499,0.013226,34.9
FALSE POSITIVE,0.992799002,1653.0,3.4878,0.371507,97.8
CONFIRMED,1.5184181,196.8,2.842,0.013338,15.9
FALSE POSITIVE,0.96807117,104.8,1.677,0.009652,15.4
FALSE POSITIVE,3.55661906,23.3,5.396,0.004492,11.4
FALSE POSITIVE,0.56256804,4.5,1.686,0.002073,11.8
FALSE POSITIVE,8.79991878,869.1,41.564,0.629442,236.1
FALSE POSITIVE,349.03703,777.0,4.76,0.025262,11.6
FALSE POSITIVE,177.8135,417.7,9.76,0.018663,8.8
CONFIRMED,101.952048,152.5,5.991,0.011344,10.3
FALSE POSITIVE,2.41795911,100.5,2.727,0.009077,10.1
FALSE POSITIVE,183.854867,520.6,14.996,0.021294,10.8
CONFIRMED,12.4418003,78.4,3.572,0.007881,11.4
FALSE POSITIVE,293.60581,165.3,11.07,0.011798,8.4
FALSE POSITIVE,2.78801663,14.0,17.354,0.003766,21.8
CONFIRMED,3.94660745,309.4,2.705,0.015963,12.7
FALSE POSITIVE,4.99473798,99.5,3.05,0.009222,17.5
FALSE POSITIVE,368.48518,301.8,11.26,0.016523,13.7
FALSE POSITIVE,169.894419,178.7,2.525,0.01243,6.3
FALSE POSITIVE,26.190289,51.8,2.148,0.006643,9.3
FALSE POSITIVE,203.511886,167.1,3.671,0.012134,9.3
CONFIRMED,6.18943952,83.2,2.3316,0.00829,26.8
CONFIRMED,8.70179611,304.1,3.048,0.015641,11.8
FALSE POSITIVE,0.933747395,30.9,4.798,0.005223,26.7
FALSE POSITIVE,58.873429,226470.0,17.487,0.444913,106.8
FALSE POSITIVE,14.1166583,449.3,9.12,0.976575,5.9
CONFIRMED,47.3128645,217.4,11.444,0.01813,17.6
FALSE POSITIVE,29.6990126,93.3,1.849,0.009013,7.4
CONFIRMED,6.1082945,61.1,3.493,0.007529,10.8
FALSE POSITIVE,119.72007,115.6,9.48,0.009797,9.0
FALSE POSITIVE,1.27839331,19.5,6.343,0.004117,15.2
CONFIRMED,7.545922037,22.2,4.0329,0.004505,13.4
FALSE POSITIVE,0.58675746,143.8,1.508,0.194394,18.4
FALSE POSITIVE,373.74856,797.8,28.18,0.035859,12.6
FALSE POSITIVE,20.8822079,1107.0,4.556,0.033276,11.0
CONFIRMED,7.28171395,111.6,1.723,0.013154,14.4
FALSE POSITIVE,8.0386699,142.0,3.549,0.011063,11.6
CONFIRMED,44.9851885,617.8,4.164,0.023975,12.7
FALSE POSITIVE,6.67410577,160.9,3.645,0.014216,12.6
FALSE POSITIVE,374.92478,610.0,18.05,0.022168,6.0
FALSE POSITIVE,4.60690612,137.5,4.176,0.01066,13.3
FALSE POSITIVE,1.50178705,86.7,2.936,0.008605,13.4
FALSE POSITIVE,0.499664962,34.3,1.6123,0.005351,31.6
FALSE POSITIVE,17.4453935,501.7,6.39,0.27579,16.4
FALSE POSITIVE,1.4725859,84.4,2.953,0.008525,13.3
FALSE POSITIVE,2.97607935,130.4,4.606,0.0116,14.1
FALSE POSITIVE,1.44438449,75.4,2.704,0.008182,10.8
CONFIRMED,7.74347801,77.8,2.7878,0.00789,24.4
CONFIRMED,5.60473115,210.0,2.885,0.013128,11.9
FALSE POSITIVE,132.778041,9036.0,5.624,0.095058,10.6
FALSE POSITIVE,184.568,409.9,13.09,0.018639,10.2
FALSE POSITIVE,2.48882685,80.2,3.487,0.008777,14.2
FALSE POSITIVE,367.19796,146.1,15.92,0.011111,10.7
FALSE POSITIVE,17.6604653,309.2,2.837,0.017131,11.3
FALSE POSITIVE,1.69999106,95.6,3.289,0.009013,10.6
FALSE POSITIVE,4.2059745,41.2,8.006,0.005874,7.7
FALSE POSITIVE,0.566803216,20.2,3.325,0.004218,15.5
FALSE POSITIVE,365.13981,531.0,4.46,0.02091,7.9
FALSE POSITIVE,37.809539,487.4,7.547,0.019982,9.7
FALSE POSITIVE,381.18654,985.0,9.73,0.028557,9.0
CONFIRMED,5.17624997,78.7,5.261,0.008007,13.4
FALSE POSITIVE,370.62071,344.3,12.58,0.017123,10.5
FALSE POSITIVE,0.589458602,158.4,0.8278,0.011524,17.3
CONFIRMED,3.91794676,116.5,2.549,0.009856,13.5
FALSE POSITIVE,0.614701901,131.6,0.947,0.010403,11.2
FALSE POSITIVE,0.934181579,12.1,3.943,0.003357,19.8
FALSE POSITIVE,379.65261,82.3,19.04,0.00841,8.0
FALSE POSITIVE,1.215181097,39.7,1.295,0.005853,11.8
FALSE POSITIVE,21.5324915,100.5,4.156,0.00952,12.1
FALSE POSITIVE,3.74779583,88.5,3.157,0.008772,14.4
FALSE POSITIVE,0.91842238,162.9,5.664,0.19889,12.9
FALSE POSITIVE,373.43233,166.7,16.5,0.011871,12.9
CONFIRMED,9.74048508,121.4,1.6993,0.01212,25.8
FALSE POSITIVE,397.73781,460.8,13.08,0.019753,8.8
FALSE POSITIVE,5.35745121,78.2,2.592,0.008114,16.4
FALSE POSITIVE,2.16132662,112.2,4.487,0.010582,25.3
CONFIRMED,6.76289308,50.9,6.204,0.00678,14.6
FALSE POSITIVE,1.09844642,45.0,1.528,0.006626,15.1
FALSE POSITIVE,25.94947,238.3,15.7,0.014952,8.2
FALSE POSITIVE,1.8789138,30.2,4.279,0.005224,17.8
CONFIRMED,41.8681996,150.7,5.783,0.013675,12.5
FALSE POSITIVE,0.514771509,43.4,1.256,0.006045,12.0
CONFIRMED,8.61742738,154.9,2.713,0.011032,11.3
FALSE POSITIVE,35.945188,72.6,8.23,0.007877,4.1
FALSE POSITIVE,5.00749378,56.6,2.898,0.006848,14.7
CONFIRMED,196.436796,631.9,8.556,0.022558,14.4
FALSE POSITIVE,0.566810643,45.6,3.471,0.00626,17.2
FALSE POSITIVE,262.477098,1016.0,5.816,0.028333,9.7
FALSE POSITIVE,2.21030572,92.0,2.492,0.008874,11.4
FALSE POSITIVE,5.99321872,203.2,3.92,0.012997,9.5
FALSE POSITIVE,0.70544189,133.5,1.772,0.010659,13.9
FALSE POSITIVE,0.981399749,158.3,0.5051,0.012319,16.2
FALSE POSITIVE,0.933728755,13.5,4.363,0.00355,17.9
FALSE POSITIVE,12.607591424,79.5,29.1267,0.014678,41.6
FALSE POSITIVE,0.734573766,68.4,1.295,0.007524,11.4
FALSE POSITIVE,289.86046,234.5,11.103,0.014163,10.3
FALSE POSITIVE,357.13089,330.5,13.04,0.016564,11.8
FALSE POSITIVE,370.50684,418.6,12.132,0.01886,8.8
FALSE POSITIVE,1.332580225,46.3,2.057,0.006457,16.4
CONFIRMED,7.99144696,145.0,3.639,0.01394,12.8
FALSE POSITIVE,2.9039446,13.1,10.542,0.003526,32.0
FALSE POSITIVE,68.538296,1087.0,3.627,0.029056,11.3
FALSE POSITIVE,369.7985,1106.4,12.564,0.030558,11.1
FALSE POSITIVE,6.5588346,41.2,3.034,0.006416,8.1
FALSE POSITIVE,0.643007769,68.1,0.69,0.007706,10.3
FALSE POSITIVE,1.061937837,52.0,2.31,0.006582,16.3
FALSE POSITIVE,15.07277287,345.0,0.7794,0.020577,13.0
FALSE POSITIVE,1.71659304,138.0,1.154,0.010881,9.5
FALSE POSITIVE,358.818895,666.1,2.503,0.026495,11.5
FALSE POSITIVE,181.3537,455.0,16.19,0.020295,11.7
FALSE POSITIVE,3.74786694,80.9,3.632,0.008421,19.1
FALSE POSITIVE,0.913244995,47.8,0.4931,0.006722,10.2
FALSE POSITIVE,2.97599368,55.0,4.023,0.006846,13.0
FALSE POSITIVE,0.584148495,66.2,1.6192,0.007715,21.9
FALSE POSITIVE,0.824180121,208.1,2.839,0.184616,39.7
FALSE POSITIVE,0.579770948,467.9,1.0377,0.025773,44.3
FALSE POSITIVE,0.92225589,33.0,4.227,0.007939,7.1
FALSE POSITIVE,0.75499096,215.8,2.485,0.01349,9.9
FALSE POSITIVE,353.40191,948.0,6.681,0.028255,9.1
FALSE POSITIVE,1.428596987,50.0,2.1401,0.006925,26.1
FALSE POSITIVE,2.21701025,29.4,2.148,0.005058,11.7
FALSE POSITIVE,43.0759115,3452.0,90.95,0.330482,323.1
FALSE POSITIVE,372.62637,542.0,18.52,0.021943,11.9
FALSE POSITIVE,1.02087831,33.4,2.429,0.005259,9.9
FALSE POSITIVE,1.26132769,109.7,1.244,0.009772,9.9
FALSE POSITIVE,6.09406648,3027.0,2.085,0.299764,19.0
FALSE POSITIVE,1.1578141,54.8,3.253,0.006983,27.8
FALSE POSITIVE,0.566800926,264.5,4.407,0.020096,63.2
FALSE POSITIVE,24.1876477,194.8,2.654,0.830494,11.4
FALSE POSITIVE,2.44926655,108.2,2.988,0.009284,10.7
FALSE POSITIVE,2.17812826,100.8,2.601,0.009175,10.4
FALSE POSITIVE,1.33259494,92.7,2.783,0.008846,7.8
FALSE POSITIVE,2.05048377,60.5,3.67,0.007054,14.3
FALSE POSITIVE,1.19550618,26.9,3.337,0.004868,13.3
FALSE POSITIVE,0.683082998,143.3,4.409,0.011709,26.1
FALSE POSITIVE,0.791771167,509.2,2.4463,0.246702,82.4
FALSE POSITIVE,0.894172544,86.2,0.8302,0.00842,16.9
FALSE POSITIVE,1.68207624,54.7,1.519,0.007065,11.1
FALSE POSITIVE,9.8480917,141.9,3.079,0.01076,9.7
FALSE POSITIVE,0.566800593,12.3,3.909,0.003239,10.4
FALSE POSITIVE,0.969602551,111.0,1.728,0.009636,10.4
FALSE POSITIVE,9.25801294,88.1,2.854,0.00865,12.9
FALSE POSITIVE,25.9554044,122.7,8.491,0.012861,11.6
FALSE POSITIVE,3.74788208,153.4,4.183,0.011137,13.6
FALSE POSITIVE,0.93479255,247.5,4.5838,0.215214,78.3
FALSE POSITIVE,361.43653,271.9,9.08,0.015211,10.8
FALSE POSITIVE,0.89628253,86.4,1.397,0.008471,13.0
FALSE POSITIVE,1.67495622,35.9,2.994,0.005588,15.3
FALSE POSITIVE,8.2344072,59.2,2.808,0.007838,11.5
FALSE POSITIVE,2.15052332,115.5,3.447,0.010746,11.0
FALSE POSITIVE,32.6122381,1321.4,2.886,0.292665,19.6
FALSE POSITIVE,0.967073359,773.5,2.4875,0.252275,92.4
FALSE POSITIVE,3.5564279,131.4,6.998,0.010518,12.3
FALSE POSITIVE,0.942997994,539.2,1.1658,0.020573,29.2
FALSE POSITIVE,0.566796775,144.1,5.471,0.015523,32.2
CONFIRMED,13.6471211,75.0,8.331,0.008279,14.7
CONFIRMED,16.473474,470.5,4.201,0.019767,13.0
FALSE POSITIVE,3.74788322,242.6,3.45,0.014631,16.3
FALSE POSITIVE,0.705455349,74.9,2.469,0.008025,18.0
FALSE POSITIVE,488.67353,691.0,12.35,0.02411,8.2
FALSE POSITIVE,1.08906057,76.2,2.743,0.007843,10.4
FALSE POSITIVE,1.48922187,613.6,1.882,0.022918,10.8
FALSE POSITIVE,0.716709761,68.4,0.6969,0.011089,21.2
FALSE POSITIVE,4.1083812,352.8,3.279,0.017093,11.4
CONFIRMED,1.962282625,68.3,1.45,0.007549,12.9
FALSE POSITIVE,0.523629052,122.0,3.443,0.009546,61.4
FALSE POSITIVE,1.04588635,102.7,2.833,0.009341,13.2
FALSE POSITIVE,51.31346091,23791.335898271922,3.94,0.28364628616454735,259.8950005434192
FALSE POSITIVE,419.92898,233.5,14.55,0.013995,7.5
FALSE POSITIVE,1.23521458,89.5,0.918,0.008924,5.0
FALSE POSITIVE,1.085229874,238.1,0.652,0.014698,7.6
FALSE POSITIVE,1.540379557,76.9,2.026,0.00812,14.6
CONFIRMED,3.60011712,50.2,2.396,0.00634,21.6
CONFIRMED,9.32867952,354.4,1.572,0.017152,12.7
CONFIRMED,6.38671206,223.7,1.201,0.01341,11.6
FALSE POSITIVE,158.348345,899.0,10.55,2.675912,17.6
FALSE POSITIVE,0.93376962,125.8,7.023,0.153052,28.5
FALSE POSITIVE,322.48381,1023.4,22.99,0.036359,27.0
FALSE POSITIVE,0.739404894,246.8,1.753,0.013845,21.0
FALSE POSITIVE,25.949641315,67.8,11.6411,0.009814,7.6
FALSE POSITIVE,1.71051215,42.2,1.284,0.005978,11.2
CONFIRMED,62.869463,341.7,6.842,0.022926,16.2
FALSE POSITIVE,84.8062818,9936.0,9.0006,0.391951,121.6
CONFIRMED,29.9632816,893.2,2.6,0.032143,17.7
FALSE POSITIVE,17.99643716,36923.0,4.164,0.41359,123.5
CONFIRMED,11.63486009,292.3,5.466,0.015413,18.4
CONFIRMED,10.8118317,76.8,2.627,0.0095,9.5
FALSE POSITIVE,1.208528832,180.8,1.336,0.012387,10.6
FALSE POSITIVE,208.18711785,394.7,2.5404,0.018221,4.2
FALSE POSITIVE,0.93198504,326.6,2.0472,0.208884,44.5
FALSE POSITIVE,0.60818508,144.7,0.909,0.843141,18.9
FALSE POSITIVE,1.65320144,132.1,1.525,0.010218,6.7
FALSE POSITIVE,3.37487541,53.8,3.085,0.006825,8.3
FALSE POSITIVE,0.962825082,118.1,2.8464,0.009628,40.7
FALSE POSITIVE,309.494217,292.0,13.716,0.015842,14.5
FALSE POSITIVE,24.2382519,465.5,2.703,0.022182,11.3
FALSE POSITIVE,24.2416103,323.4,5.137,0.016319,10.8
FALSE POSITIVE,69.3788597,530.4,3.807,0.021708,16.8
CONFIRMED,29.3493852,659.2,4.313,0.02561,20.3
FALSE POSITIVE,449.57274,221.4,9.328,0.013581,14.1
FALSE POSITIVE,245.059374,165.0,9.549,0.011831,15.1
CONFIRMED,11.49500229,51.4,7.602,0.007853,22.9
FALSE POSITIVE,0.708726708,313.6,0.753,0.016379,13.4
FALSE POSITIVE,283.72675,84.6,15.49,0.008566,9.3
FALSE POSITIVE,373.60683,534.8,8.752,0.022031,9.3
FALSE POSITIVE,4.29388808,110.6,3.618,0.009763,17.9
FALSE POSITIVE,13.5437884,6608.7,5.7076,0.371471,114.4
CONFIRMED,65.6491001,983.9,7.298,0.028187,20.5
CONFIRMED,25.1593389,358.1,5.198,0.017285,13.1
CONFIRMED,31.7787564,262.0,8.093,0.014837,25.9
FALSE POSITIVE,1.332568744,24.1,3.755,0.004874,29.1
CONFIRMED,9.0194714,191.6,5.92,0.012789,7.2
FALSE POSITIVE,0.814278961,72.0,2.087,0.007855,13.0
FALSE POSITIVE,2.1890751,94.8,2.365,0.008963,12.6
FALSE POSITIVE,2.42649862,29.2,2.014,0.005252,15.2
FALSE POSITIVE,8.80854183,174.7,34.7564,0.02037,137.3
FALSE POSITIVE,219.74735,190.4,22.48,0.012462,12.7
FALSE POSITIVE,19.7639874,51.3,12.319,0.006734,13.5
CONFIRMED,6.05919881,154.2,1.365,0.011561,11.7
CONFIRMED,7.5143967,36.3,4.865,0.005597,9.8
CONFIRMED,33.1981761,336.7,4.709,0.018978,11.8
CONFIRMED,5.32784157,87.2,4.696,0.0085,15.9
CONFIRMED,31.827649,520.0,1.639,0.023361,16.4
CONFIRMED,0.824000125,183.1,0.855,0.013728,12.3
FALSE POSITIVE,0.772152075,43.6,1.78,0.019555,13.6
FALSE POSITIVE,1.08469871,124.0,4.077,0.010794,16.9
FALSE POSITIVE,5.660274452,414.1,0.9077,0.119898,26.4
FALSE POSITIVE,1.23512429,15.2,4.22,0.003674,15.7
FALSE POSITIVE,1.381257093,92.3,1.125,0.008874,11.0
